Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time
ORD758;Pizza Hut;Atlanta, GA;10/11/2025 20:45;10/11/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD759;Papa John's;Omaha, NE;11/11/2025 18:00;11/11/2025 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;November;Online;12;18;FALSO;6;2;18;28,18627451
ORD760;Little Caesars;Louisville, KY;12/11/2025 19:15;12/11/2025 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;November;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD761;Marco's Pizza;Milwaukee, WI;13/11/2025 20:30;13/11/2025 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;November;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD762;Domino's;Albuquerque, NM;14/11/2025 19:00;14/11/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;November;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD763;Pizza Hut;Atlanta, GA;15/11/2025 20:15;15/11/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD764;Papa John's;Omaha, NE;16/11/2025 18:30;16/11/2025 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;November;Online;12;18;FALSO;6;2;18;28,18627451
ORD765;Little Caesars;Louisville, KY;17/11/2025 19:45;17/11/2025 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;November;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD766;Marco's Pizza;Milwaukee, WI;18/11/2025 20:00;18/11/2025 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;November;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD767;Domino's;Albuquerque, NM;19/11/2025 19:15;19/11/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;November;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD768;Pizza Hut;Atlanta, GA;20/11/2025 20:30;20/11/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD769;Papa John's;Omaha, NE;21/11/2025 18:45;21/11/2025 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;November;Online;12;18;FALSO;6;2;18;28,18627451
ORD770;Little Caesars;Louisville, KY;22/11/2025 19:00;22/11/2025 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;VERDADERO;5;0,833333333;November;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD771;Marco's Pizza;Milwaukee, WI;23/11/2025 20:15;23/11/2025 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;November;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD772;Domino's;Albuquerque, NM;24/11/2025 19:30;24/11/2025 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;November;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD773;Pizza Hut;Atlanta, GA;25/11/2025 20:45;25/11/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD774;Papa John's;Omaha, NE;26/11/2025 18:00;26/11/2025 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;November;Online;12;18;FALSO;6;2;18;28,18627451
ORD775;Little Caesars;Louisville, KY;27/11/2025 19:15;27/11/2025 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;November;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD776;Marco's Pizza;Milwaukee, WI;28/11/2025 20:30;28/11/2025 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;November;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD777;Domino's;Albuquerque, NM;29/11/2025 19:00;29/11/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;November;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD778;Pizza Hut;Atlanta, GA;30/11/2025 20:15;30/11/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD779;Papa John's;Omaha, NE;1/12/2025 18:30;1/12/2025 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD780;Little Caesars;Louisville, KY;2/12/2025 19:45;2/12/2025 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD781;Marco's Pizza;Milwaukee, WI;3/12/2025 20:00;3/12/2025 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD782;Papa John's;Omaha, NE;4/12/2025 18:15;4/12/2025 18:45;30;Medium;BBQ Chicken;3;5;Medium;UPI;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD783;Little Caesars;Louisville, KY;5/12/2025 19:30;5/12/2025 20:00;30;XL;Cheese Burst;5;6;High;Card;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD784;Marco's Pizza;Milwaukee, WI;6/12/2025 20:45;6/12/2025 21:15;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD785;Domino's;Albuquerque, NM;7/12/2025 19:00;7/12/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD786;Pizza Hut;Atlanta, GA;8/12/2025 20:15;8/12/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD787;Papa John's;Omaha, NE;9/12/2025 18:30;9/12/2025 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD788;Little Caesars;Louisville, KY;10/12/2025 19:45;10/12/2025 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD789;Marco's Pizza;Milwaukee, WI;11/12/2025 20:00;11/12/2025 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD790;Domino's;Albuquerque, NM;12/12/2025 19:15;12/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD791;Pizza Hut;Atlanta, GA;13/12/2025 20:30;13/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD792;Papa John's;Omaha, NE;14/12/2025 18:45;14/12/2025 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD793;Little Caesars;Louisville, KY;15/12/2025 19:00;15/12/2025 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD794;Marco's Pizza;Milwaukee, WI;16/12/2025 20:15;16/12/2025 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD795;Domino's;Albuquerque, NM;17/12/2025 19:30;17/12/2025 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD796;Pizza Hut;Atlanta, GA;18/12/2025 20:45;18/12/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD797;Papa John's;Omaha, NE;19/12/2025 18:00;19/12/2025 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD798;Little Caesars;Louisville, KY;20/12/2025 19:15;20/12/2025 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;VERDADERO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD799;Marco's Pizza;Milwaukee, WI;21/12/2025 20:30;21/12/2025 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD800;Domino's;Albuquerque, NM;22/12/2025 19:00;22/12/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD801;Pizza Hut;Atlanta, GA;23/12/2025 20:15;23/12/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD802;Papa John's;Omaha, NE;24/12/2025 18:30;24/12/2025 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD803;Little Caesars;Louisville, KY;25/12/2025 19:45;25/12/2025 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD804;Marco's Pizza;Milwaukee, WI;26/12/2025 20:00;26/12/2025 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD805;Domino's;Albuquerque, NM;27/12/2025 19:15;27/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD806;Pizza Hut;Atlanta, GA;28/12/2025 20:30;28/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD807;Papa John's;Omaha, NE;29/12/2025 18:45;29/12/2025 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD808;Little Caesars;Louisville, KY;30/12/2025 19:00;30/12/2025 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD809;Marco's Pizza;Milwaukee, WI;31/12/2025 20:15;31/12/2025 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD810;Papa John's;Omaha, NE;24/12/2025 18:30;24/12/2025 19:00;30;Medium;BBQ Chicken;3;5;Medium;UPI;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD811;Little Caesars;Louisville, KY;25/12/2025 19:45;25/12/2025 20:15;30;XL;Cheese Burst;5;6;High;Card;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD812;Marco's Pizza;Milwaukee, WI;26/12/2025 20:00;26/12/2025 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD813;Domino's;Albuquerque, NM;27/12/2025 19:15;27/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD814;Pizza Hut;Atlanta, GA;28/12/2025 20:30;28/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD815;Papa John's;Omaha, NE;29/12/2025 18:45;29/12/2025 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;December;Online;12;18;FALSO;6;2;18;28,18627451
ORD816;Little Caesars;Louisville, KY;30/12/2025 19:00;30/12/2025 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;December;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD817;Marco's Pizza;Milwaukee, WI;31/12/2025 20:15;31/12/2025 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD818;Domino's;Albuquerque, NM;1/1/2026 19:30;1/1/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD819;Pizza Hut;Atlanta, GA;2/1/2026 20:45;2/1/2026 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD820;Papa John's;Omaha, NE;3/1/2026 18:00;3/1/2026 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD821;Little Caesars;Louisville, KY;4/1/2026 19:15;4/1/2026 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;VERDADERO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD822;Marco's Pizza;Milwaukee, WI;5/1/2026 20:30;5/1/2026 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD823;Domino's;Albuquerque, NM;6/1/2026 19:00;6/1/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD824;Pizza Hut;Atlanta, GA;7/1/2026 20:15;7/1/2026 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD825;Papa John's;Omaha, NE;8/1/2026 18:30;8/1/2026 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD826;Little Caesars;Louisville, KY;9/1/2026 19:45;9/1/2026 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD827;Marco's Pizza;Milwaukee, WI;10/1/2026 20:00;10/1/2026 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD828;Domino's;Albuquerque, NM;11/1/2026 19:15;11/1/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD829;Pizza Hut;Atlanta, GA;12/1/2026 20:30;12/1/2026 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD830;Papa John's;Omaha, NE;13/1/2026 18:45;13/1/2026 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD831;Little Caesars;Louisville, KY;14/1/2026 19:00;14/1/2026 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD832;Marco's Pizza;Milwaukee, WI;15/1/2026 20:15;15/1/2026 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD833;Domino's;Albuquerque, NM;16/1/2026 19:30;16/1/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD834;Pizza Hut;Atlanta, GA;17/1/2026 20:45;17/1/2026 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD835;Papa John's;Omaha, NE;18/1/2026 18:00;18/1/2026 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD836;Little Caesars;Louisville, KY;19/1/2026 19:15;19/1/2026 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD837;Marco's Pizza;Milwaukee, WI;20/1/2026 20:30;20/1/2026 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD838;Papa John's;Omaha, NE;21/1/2026 18:00;21/1/2026 18:30;30;Medium;BBQ Chicken;3;5;Medium;UPI;VERDADERO;FALSO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD839;Little Caesars;Louisville, KY;22/1/2026 19:15;22/1/2026 19:45;30;XL;Cheese Burst;5;6;High;Card;VERDADERO;FALSO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD840;Marco's Pizza;Milwaukee, WI;23/1/2026 20:30;23/1/2026 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD841;Domino's;Albuquerque, NM;24/1/2026 19:00;24/1/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD842;Pizza Hut;Atlanta, GA;25/1/2026 20:15;25/1/2026 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD843;Papa John's;Omaha, NE;26/1/2026 18:30;26/1/2026 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD844;Little Caesars;Louisville, KY;27/1/2026 19:45;27/1/2026 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;January;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD845;Marco's Pizza;Milwaukee, WI;28/1/2026 20:00;28/1/2026 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD846;Domino's;Albuquerque, NM;29/1/2026 19:15;29/1/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD847;Pizza Hut;Atlanta, GA;30/1/2026 20:30;30/1/2026 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD848;Papa John's;Omaha, NE;31/1/2026 18:45;31/1/2026 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,18627451
ORD849;Little Caesars;Louisville, KY;1/2/2026 19:00;1/2/2026 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;VERDADERO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD850;Marco's Pizza;Milwaukee, WI;2/2/2026 20:15;2/2/2026 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD851;Domino's;Albuquerque, NM;3/2/2026 19:30;3/2/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD852;Pizza Hut;Atlanta, GA;4/2/2026 20:45;4/2/2026 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;February;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD853;Papa John's;Omaha, NE;5/2/2026 18:00;5/2/2026 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;February;Online;12;18;FALSO;6;2;18;28,18627451
ORD854;Little Caesars;Louisville, KY;6/2/2026 19:15;6/2/2026 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD855;Marco's Pizza;Milwaukee, WI;7/2/2026 20:30;7/2/2026 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD856;Domino's;Albuquerque, NM;8/2/2026 19:00;8/2/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD857;Pizza Hut;Atlanta, GA;9/2/2026 20:15;9/2/2026 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;February;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD858;Papa John's;Omaha, NE;10/2/2026 18:30;10/2/2026 19:00;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;February;Online;12;18;FALSO;6;2;18;28,18627451
ORD859;Little Caesars;Louisville, KY;11/2/2026 19:45;11/2/2026 20:15;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD860;Marco's Pizza;Milwaukee, WI;12/2/2026 20:00;12/2/2026 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD861;Domino's;Albuquerque, NM;13/2/2026 19:15;13/2/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD862;Pizza Hut;Atlanta, GA;14/2/2026 20:30;14/2/2026 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;February;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD863;Papa John's;Omaha, NE;15/2/2026 18:45;15/2/2026 19:15;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;VERDADERO;6;0,6;February;Online;12;18;FALSO;6;2;18;28,18627451
ORD864;Little Caesars;Louisville, KY;16/2/2026 19:00;16/2/2026 19:30;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD865;Marco's Pizza;Milwaukee, WI;17/2/2026 20:15;17/2/2026 20:45;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD866;Papa John's;Omaha, NE;18/2/2026 18:30;18/2/2026 19:00;30;Medium;BBQ Chicken;3;5;Medium;UPI;VERDADERO;FALSO;6;0,6;February;Online;12;18;FALSO;6;2;18;28,18627451
ORD867;Little Caesars;Louisville, KY;19/2/2026 19:45;19/2/2026 20:15;30;XL;Cheese Burst;5;6;High;Card;VERDADERO;FALSO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD868;Marco's Pizza;Milwaukee, WI;20/2/2026 20:00;20/2/2026 20:30;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
ORD869;Domino's;Albuquerque, NM;21/2/2026 19:15;21/2/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396
ORD870;Pizza Hut;Atlanta, GA;22/2/2026 20:30;22/2/2026 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;February;Online;9,6;20,4;FALSO;4;1;20;29,94845361
ORD871;Papa John's;Omaha, NE;23/2/2026 18:00;23/2/2026 18:30;30;Medium;BBQ Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;February;Online;12;18;FALSO;6;2;18;28,18627451
ORD872;Little Caesars;Louisville, KY;24/2/2026 19:15;24/2/2026 19:45;30;XL;Cheese Burst;5;6;High;UPI;VERDADERO;FALSO;5;0,833333333;February;Online;14,4;15,6;FALSO;20;3;19;28,84422111
ORD873;Marco's Pizza;Milwaukee, WI;25/2/2026 20:30;25/2/2026 21:00;30;Medium;Margarita;3;4,5;Medium;Cash;VERDADERO;FALSO;6,666666667;0,666666667;February;Offline;10,8;19,2;FALSO;6;2;20;30,28645833
